,Job Title,Company,locations,Requierd Skills,type,Job link,Job Descripttion,Logo ,Company link 
501,Order Management & Logistics Officer,Fresenius Medical Care,"Heliopolis, Cairo, Egypt",Experienced · 3 - 5 Yrs of Exp · Customer Service/Support · Logistics/Supply Chain · Operations/Management · Logistics · Supply Chain · Export · SAP · Management · Customer Support,Full Time,https://wuzzuf.net/jobs/p/KawSazPDHVoX-Order-Management-Logistics-Officer-Fresenius-Medical-Care-Cairo-Egypt?o=502&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Full order to cash management for multiple Markets in the Middle East Region• Maintain forecasting system data integrity and drive accuracy in 18 month rolling forecast through S&OP process• Ensure availability of goods at any time and secure delivery of goods efficiently in line with internal and export control policies to guarantee customer satisfaction• Generation of all sales documentation as well as shipping documentation according to internal and country specific regulations• Product complaint management till resolution with concerned stakeholders• Support sales with profitability exercises, supply feasibility and incoterm/payment method utilization in deal creation stage• Planning and coordination of shipments together with the corporate supply chain and logistics department• Implement most efficient and effective shipment documentary flows to ensure customer importation and cost reduction• Ensure smooth supply of any commodities in close coordination with demand/Supply corporate functions• Complaint management and solution-orientated trouble shooting in regards of product shortages, wrong deliveries, damage of goods, replacement deliveries according to company’s policies and procedures• Cash-Care-Management and monitoring of receivables and credit limit exposure• Process and monitor bundle deals and respective deliveries in line with appropriate accounting standards• Manage LC submissions from LC draft analysis, advising, through till payment• Provide key inputs into the yearly sales budgeting process, yearly provision exercise and cost center budgeting/control• ",https://images.wuzzuf-data.net/files/company_logo/Fresenius-Medical-Care-Egypt-26173-1501678875.png,https://wuzzuf.net/jobs/careers/Fresenius-Medical-Care-Egypt-26173
502,Digital Marketing Manager,Tamkeen,"Gharbia, Egypt",Manager · 5 - 15 Yrs of Exp · Manufacturing/Production · Marketing/PR/Advertising · Business Development · Communication skills · Marketing · Planning · SEO · web managment · E-Marketing · Project Management,Full Time,https://wuzzuf.net/jobs/p/mKOtpbogzvgb-Digital-Marketing-Manager-Tamkeen-Gharbia-Egypt?o=503&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Not found the Description block in the page, It may be in other place!",https://images.wuzzuf-data.net/files/company_logo/13232382226326c5d6e5369.jpeg,https://wuzzuf.net/jobs/careers/Tamkeen-Egypt-82676
503,Oracle Developer,Centro CDX,"Maadi, Cairo, Egypt",Experienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · developer · business · Business Intelligence · Development · Fusion · Information Technology (IT),Part Time,https://wuzzuf.net/jobs/p/GRMJ2RTiaPHa-Oracle-Developer-Centro-CDX-Cairo-Egypt?o=504&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Provide technical support in Oracle Fusion Applications, across the Financial, procurement & supply chain • Designing, coding, testing, and integrating Oracle Fusion Applications to other systems• Customizing Oracle workflows and Oracle Approvals Management and defining the business rules and alerts in the Oracle System• Designing and developing APIs• Experienced in Alert Composer, Sandbox, Page composer, and Design Studio• Experienced in PL/SQL, BIP, OTBI• Develop reports and dashboards using data model, BI Publisher, and OTBI• Facilitate and actively participate in all phases including requirements gathering and analysis, system design and development• Participate in any project activities such as Data gathering, Configuration Testing, Data migration, and Transition activities to the production• Facilitate business by Testing, Troubleshooting• Identify functionality gaps in oracle fusion and build solutions• Assist, coach, and mentor other engagement team members on issues they may encounter in the implemented solutions• Assist business by preparing validation formulas and testing scenarios• Develop and document the company’s expertise, know-how, controls, and capabilities • Develop and implement new solutions based on business needs• ",https://images.wuzzuf-data.net/files/company_logo/Centro-Global-Solutions-Egypt-2799-1638874864.png,https://wuzzuf.net/jobs/careers/Centro-Global-Solutions-Egypt-2799
504,Senior Network Engineer,SABA,"Heliopolis, Cairo, Egypt",Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Network Engineer · Design · CCDP · Architecture · TCP/IP · BGP · OSPF · Computer Science,Full Time,https://wuzzuf.net/jobs/p/XeaTvTcSUn2Q-Senior-Network-Engineer-SABA-Cairo-Egypt?o=505&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"We are looking for a Network Engineer to design and maintain functional and secure networks. You troubleshoot and optimize our customer's networks, besides researching and developing new solutions.• In this role, you should have excellent self-studying skills, problem-solving skills and thorough knowledge of network administration and architecture. If you're also passionate about security and data protection, we'd like to meet you.• Your goal will be to focus on designing & maintaining networks that fit our customers' needs.• ",https://images.wuzzuf-data.net/files/company_logo/SABA-Egypt-32300-1621260209.png,https://wuzzuf.net/jobs/careers/SABA-Egypt-32300
505,Continuous Improvement Manager,Oriental Weavers,"10th of Ramadan City, Sharqia, Egypt",Manager · 10+ Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other · Continuous Improvement · CI · Lean · LSSBB · Lean Six Sigma · Engineering · English,Full Time,https://wuzzuf.net/jobs/p/ZjQWb95ongvI-Continuous-Improvement-Manager-Oriental-Weavers-Sharqia-Egypt?o=506&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Lead the mind-set change toward World Class Manufacturing operations through disciplined application of continuous Improvement tools.• Acts as organization leader for related CI pillars, lead & Coach CI projects on Lean / six sigma.• Regular support and coaching to functions/workshops, Gemba Teamwork and improvement activities.• Act as a change agent for new initiatives ensuring smooth transition and effective communication and awareness across all levels.• Leads efforts to ensure CI processes are in place to sustain improvement efforts.• Support and lead plant CI support team dedicated to the implementation of CI within plants.• Induce internal benchmarks, encourages sharing of best practices between plants.• Playing the role of internal consultant for the related sector and ensure knowledge transfer from external consultant internally.• ",https://images.wuzzuf-data.net/files/company_logo/7639810946245599838fa7.jpeg,https://wuzzuf.net/jobs/careers/Oriental-Weavers-Egypt-18222
506,Sr. BI & Reporting Specialist,Masary,"Mokattam, Cairo, Egypt",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI · Power BI · OBIEE · MS Office · Banking Sector · Computer Science · Information Technology (IT) · English,Full Time,https://wuzzuf.net/jobs/p/DPmpBhXX0mbe-Sr-BI-Reporting-Specialist-Masary-Cairo-Egypt?o=507&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,Creating new reports on weekly basis• Creating demo report on daily basis• Working on reports between the Company & the customers as well as checking any issues on them.• Working on handling any available issues on BI reports for any department like sales operations or Finance.• Data Cleansing and validation• Data analysis• ,https://images.wuzzuf-data.net/files/company_logo/Masary-Egypt-11058-1525784734.jpg,https://wuzzuf.net/jobs/careers/Masary-Egypt-11058
507,"Monitoring Agent "" Soc""",efinance,"6th of October, Giza, Egypt",Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Monitoring · Security · Engineering · Computer Science · Information Technology (IT),Full Time,https://wuzzuf.net/jobs/p/PdrYR6WjaQJd-Monitoring-Agent-Soc-e-finance-Giza-Egypt?o=508&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Monitor the security alerts queue through SIEM solution and EDR.• Monitor the health of Organization’s security sensors and SIEM infrastructure.• Collect data and context necessary to initiate Level 2 escalation.• Deliver scheduled and ad-hoc reports.• Work closely with the Level 2 & Level 3 team towards the continuous improvement of the service.• Create Logs, and close Tickets and Incidents.• ",https://images.wuzzuf-data.net/files/company_logo/e-finance-Egypt-2920-1471951079.png,https://wuzzuf.net/jobs/careers/e-finance-Egypt-2920
508,ERP Implementer ( Developer ),AlEsraa pharmaceutical optima,"Badr City, Cairo, Egypt",Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Odoo ERP · Software Development · ERP · Computer Science · Business Administration,Full Time,https://wuzzuf.net/jobs/p/JotmtiJKOVav-ERP-Implementer-Developer-Al-Esraa-pharmaceutical-optima-Cairo-Egypt?o=509&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Will handle all business, implementation, delivery, acceptance test, and support aspects. • Implementation of product road-map & Development projects. • Gap analysis for customer requirements and technical specifications. • Prioritize customer requirements and technical specifications. • Identified problems and recommends solutions/ Search for existing or ready solutions or plugins. • Communicate the requirements to the development team, and perform sanity testing for developed solutions. • Supervise the design and technical solution. • Prepare all customer-related documentation, including proposals, solution documents, etc. • Deliver & Implement customer solutions, including Reports and dashboards creation and deployment. • Perform project management activities for end-customer projects. • Handle demos before landing the customers. • Handle customer training/ Inquiries. • Conduct UAT/ BAT with customer • Manage support cycle and set priorities of customer support requests/ On-demand support. • Develop scripts for data merging and migration/ importing Customer data. • Manage day-to-day operations as troubleshooting problems arising from regular use, production support, and maintaining the platform. • Handle on-demand support calls. • Document all technical processes, requirements, flows, and diagrams. • Writes reports, document, and present analyses, project status, risks, and issues. • Perform System Testing (write and revise test cases, follow up, etc.) • Contribute to the Manual and tutorials either written or videos • ",https://images.wuzzuf-data.net/files/company_logo/28856706462de3ff102978.png,https://wuzzuf.net/jobs/careers/Al-Esraa-pharmaceutical-optima-Egypt-80006
509,Projects Engineer-Partitions,T&D Design,"New Cairo, Cairo, Egypt",Entry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering · Project Management · Architecture · Projects · Management · Leadership skills · CAD · Computer Science,Full Time,https://wuzzuf.net/jobs/p/9WSl8vJ586Vl-Projects-Engineer-Partitions-TD-Design-Cairo-Egypt?o=510&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Cooperate with technical office to review projects’ plans (drawings).• Analyze project’s data (maps, drawings and delivery date) to set initial timetable plan.• ",https://images.wuzzuf-data.net/files/company_logo/T-D-Design-Egypt-16390-1584957989.png,https://wuzzuf.net/jobs/careers/T-D-Design-Egypt-16390
510,Marketing Manager,Target Recruitment  & HR Solutions,"Cairo, Egypt",Manager · 5+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing.css-5x9pm1{-webkit-text-decoration:none;text-decoration:none;color:inherit;max-width:calc(100vw / 2 - 32px);white-space:nowrap;overflow:hidden;text-overflow:ellipsis;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;} · B2B · Communication · Content · Design · Digital · Digital Marketing · Market Research · Marketing,Full Time,https://wuzzuf.net/jobs/p/7wcGhOmaxmiX-Marketing-Manager-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=511&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Strengthen our relationship with clients and company partnerships.• Empower the sales team with marketing content and campaigns that help drive sales.• Responsible for researching, creating, and maintaining a range of content including websites, social media channels, blogs, product sheets and email campaigns.• Work closely with the Sales team to create relevant marketing materials that help to highlight our products and solutions. •  Manage social media channels and identify media partners to help grow our brand.• Manage content planning, scheduling, and posting across social media channels to increase followers. • Engage, interact, and convert followers into leads and distribute to the sales team.• Measure success of marketing campaigns and report back to the executive team.• Identify marketing opportunities that can assist the sales team’s effort with exploring new markets and accounts.• Research, co-ordinate and participate in relevant exhibitions at local and national trade and consumer facing events whether in person or virtual. • Conduct industry market research and competitive analysis to ensure the products and services offered provide value to our customers.• ",https://images.wuzzuf-data.net/files/company_logo/Target-Recruitment----HR-Solutions-Egypt-2029-1551171887.png,https://wuzzuf.net/jobs/careers/Target-Recruitment----HR-Solutions-Egypt-2029
511,Sourcing Specialist,Medali,"Sheikh Zayed, Giza, Egypt",Entry Level · 1 - 3 Yrs of Exp · Logistics/Supply Chain · Medical/Healthcare · Pharmaceutical · Supply Chain · Sourcing · Purchasing · Foreign Purchasing · Science · Medical · Pharmaceutical,Full Time,https://wuzzuf.net/jobs/p/5jOF0qbgFXEL-Sourcing-Specialist-Medali-Giza-Egypt?o=512&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Holder of bachelor's degree in a related science major as: science, pharmacy, veterinary, medicine, etc.• Fresh graduate to three years of experience in or related fields to sourcing• Additional qualifications in supply chain are desirable• Excellent numerical and analytical skills ensuring the ability to analyze data and commercially evaluate activity• Excellent interpersonal, communication, and influencing skills and a high level of credibility• Demonstrable high level of planning, prioritizing, and control, and ability to establish a systematic course of action to achieve objectives effectively and efficiently. Appreciates the need to monitor and control outputs• Effective in problem analysis and willing to make decisions, render judgments, and take action. Able to identify radical alternatives to current thinking and to develop innovative solutions to problemsGood time management skills and attention to detail will be necessary• Excellent in English language reading, talking, and writing• Hard Worker and willing to improve• Presentable and well-dressed following the company dress code• Preferred to be resident of 6th of October city, Al-sheikh Zayed city or Giz• ",https://images.wuzzuf-data.net/files/company_logo/609174278632081ae17468.png,https://wuzzuf.net/jobs/careers/Medali-Egypt-23041
512,Senior Marketing Specialist/ Supervisor,Nour Eldin Elsherif for Trading vehicles,"Sheikh Zayed, Giza, Egypt",Experienced · 4 - 6 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Communication · Events · English · Campaigns · Marketing Campaigns · Market Research · Mass Communication,Full Time,https://wuzzuf.net/jobs/p/5DbNM1ekvZfs-Senior-Marketing-Specialist-Supervisor-Nour-Eldin-Elsherif-for-Trading-vehicles-Giza-Egypt?o=513&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Assist in implementing all marketing strategies, plans and activities based on detailed analysis of market forces.• Support the in-house and the outsourced marketing team by identifying their needs and outputs based on the approved action plans.• Directly contact suppliers and supervise the production of flyers, brochures, stands, or any other marketing materials.• Coordinate with the production of artwork, sourcing images, banners, print buying, etc.• Manage and Organize the production of all branded items, giveaways and its stock management.• Assist in the execution of the Marketing plans, internal and external activities, product exhibitions ideas, PR events and promotional activities.• Responsible for implementing the calendar events for all marketing activities related to the whole group.• Compile all financial bills related to the department and their statistical information.• Manage different marketing campaigns inside or outside Cairo that deliver a targeted message and create commitment to the brands.• Ability to create value propositions that communicate clearly to targeted audiences.• Research and analyze a variety of marketing information, including market trends, pricing schedules, competitor offerings, and demographic data.• Identifies the appropriate media channels where each product/service marketing materials can be delivered to the public.• Follow-up on all brand marketing activities throughout each product/service to create a cohesive feel to each marketing campaign.• ",https://images.wuzzuf-data.net/files/company_logo/Nour-Eldin-Elsherif-for-Trading-vehicles-Egypt-30889-1622467143.png,https://wuzzuf.net/jobs/careers/nour-eldin-elsherif-for-trading-vehicles-Egypt-30889
513,Supply Chain Trainee,LEONI Wiring System Egypt S.A.E,"Nasr City, Cairo, Egypt",Entry Level · 0 - 1 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · English · Procurement · Logistics · Supply Chain · Purchasing · Communication skills,Freelance / Project,https://wuzzuf.net/jobs/p/DzsmLZeGFWCS-Supply-Chain-Trainee-LEONI-Wiring-System-Egypt-S-A-E-Cairo-Egypt?o=514&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,Negotiate with suppliers for on time delivery in full• Communication for information.• Allocation of Cost for Emergency freight.• Maintenance of Warehouse & Policy Stocks.• Control of Supplier Delivery Performance.• Continual analysis of historical data.• Control Liability and obsolescence.• Measures of Performance.• Working as part of a Team.• Managed work and continuous improvement.• Resolve Problems.• Adherence to Quality• ,https://images.wuzzuf-data.net/files/company_logo/LEONI-Wiring-System-Egypt-S-A-E-Egypt-4098.png,https://wuzzuf.net/jobs/careers/LEONI-Wiring-System-Egypt-S-A-E-Egypt-4098
514,Quality Control Manager,Tawakol Metal Industries,"khanka, Qalubia, Egypt",Manager · 10 - 15 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · Engineering · Quality Control · quality · Control · Six Sigma · Quality Assurance · MS Office,Full Time,https://wuzzuf.net/jobs/p/231TgNUpK8vq-Quality-Control-Manager-Tawakol-Metal-Industries-Qalubia-Egypt?o=515&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Determines quality improvement parameters by identifying statistical methods relevant to manufacturing processes.• Establishes statistical confidence by identifying sample size and acceptable error, determining levels of confidence.• Prepares reports by collecting, analyzing, and summarizing data, making recommendations.• Monitor the use of equipment to ensure it is safe and well-maintained and discard any that doesn’t meet requirements• Comprehend the quality expectations for the product and supplies• Approve or reject raw materials with respect to quality standards and record supplier performance• Select output samples and check them using appropriate methods (measuring dimensions, testing functionality, comparing to specifications etc.)• Maintain records of testing, information and various metrics such as number of defective products per day etc.• Inspect procedures of the entire production cycle to ensure they are efficient and comply with safety standards• ",https://images.wuzzuf-data.net/files/company_logo/Tawakol-Metal-Industries-Egypt-28837-1511964273.png,https://wuzzuf.net/jobs/careers/Tawakol-Metal-Industries-Egypt-28837
515,Electrical Maintenance Engineer,Confidential,"Faisal, Giza, Egypt",Experienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical · Electrical Engineering · Maintenance · Power Engineering · Low Voltage · Fire Alarm · English,Full Time,https://wuzzuf.net/jobs/p/ZKyy8dbwr6ni-Electrical-Maintenance-Engineer-Giza-Egypt?o=516&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Execute equipment maintenance .• Maintain electrical control systems and components to required specifications• Have a broad knowledge of Electrical engineering in maintenance• Performs assignments independently .• Provides technical direction and on-the-job training to the maintenance team• Assigns and coordinates work to maintenance team coordinate program of assigned engineering work.• Diagnosing and fixing faults and running quality checks to make sure systems are working properly• Analyze reports, maps drawings, tests, and other data to plan and maintain installations.• Inspect completed installations and observe operations• Provide technical assistance in the areas of low/medium distribution equipment & generators• Respond and provide technical assistance related to electrical equipment problems• Improve assets and equipment reliability through improved maintenance procedures.• Responsible for following up the implementation of operating orders and their fulfillment in accordance with the plan set to achieve the highest quality.• Responsible for distributing work to group members to implement operating orders as soon as possible.• Responsible for identifying the necessary tools to implement work requirements and operating orders.• Responsible for providing all means of safety and protection for the members of the group before and during their implementation of the customer's work orders.• Responsible for assisting the group in solving difficult problems and challenges.• Responsible for issuing all the report necessary for the process and work and the official delivery record to the client based on the work order.• Responsible for solving customer problems, if any.• Responsible for achieving management goals in accordance with the company's policy.• Responsible for training and developing members of his group.• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
516,Sr. Fleet Specialist,Elsewedy industries,"New Cairo, Cairo, Egypt",Experienced · 5 - 7 Yrs of Exp · Logistics/Supply Chain · Engineering - Mechanical/Electrical · Logistics · Fleet · Supply Chain,Full Time,https://wuzzuf.net/jobs/p/ZZQHOH0i2hTA-Sr-Fleet-Specialist-Elsewedy-industries-Cairo-Egypt?o=517&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Strategically plan fleet operations across the country.• Manage day-to-day operation and assure a smooth functioning according to the master loading offloading plan at all sites Applying efficient operation by scheduling work assignments, setting priorities, delegating work & targets achievement monitoring in order to achieve overall results.• Control operations expenses, fleet best utilization & efficiency analysis Fuel consumption control, routing, drivers behaviors, GPS analysis & trip route control.• Analyzing data to increase business operational efficiency.• lead a team of operation 24/7 operation room• meets required objectives and delivers best practice results.• Maintain operational standards of safety Monitor operations to ensure that staff members comply with administrative policies and procedures safety rules and government regulations• Following up & handling the major issues released (trucks shortage, delay, extra cost, needed cash payment)• Promote a positive Safety culture within the workplace and conduct any Safety related meetings / briefings as required within the Job role.• Manage, motivate, and support a team of Delivery agents within a time - sensitive and demanding operational environment, to ensure effective contribution in order to deliver team performance and productivity.• Monitoring the fleet of vehicles & transporters ensuring on time delivery.• Working closely with all partners to resolve any customer grievances.• Managing drivers so they adhere to strict schedules and monitoring their behavior for ensuring a high level of customer service.• Provide excellent customer satisfaction by operating services as per Company Policy, Standards and Procedures.• Continuously improve customer service experience through assessing gaps and proposing solutions.• Working to KPIs such as Delivery on Time, First Time Delivery Success and Enhancing Customer Service to ensure adherence for our 3PLs.• Managing drivers so they adhere to strict schedules and monitoring their behavior for ensuring a high level of customer service.• Provide excellent customer satisfaction by operating services as per Company Policy, Standards and Procedures.• Continuously improve customer service experience through assessing gaps and proposing solutions.• Allocate and manage staff and resources according to changing needs.• ",https://images.wuzzuf-data.net/files/company_logo/Elsewedy-industries-Egypt-49892-1591529970.png,https://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892
517,HR Intern,L'azurde for Jewelry,"Obour City, Cairo, Egypt",Entry Level · Human Resources · Human Resources (HR) · Recruitment · HR · Microsoft Office · English,Internship,https://wuzzuf.net/internship/4hV81IXs3o9A-HR-Intern-Lazurde-for-Jewelry-Cairo-Egypt?o=518&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Supports in sourcing, screening candidates and conducting interviews (if required).• Responsible for talent acquisition administrative tasks (sending invitations, filing & archiving duties).• Support in Learning & development activities through sourcing and contacting vendors.• Support in talent management programs tailored for KSA (career path planning, internship program, recognition and engagement programs)• Responsible for data cleansing and maintaining HR shared folder updated.• Support in OD interventions (Job Mapping, departmental restructure, Job descriptions and Job analysis Forms).• Support in administrating pulse surveys (Stay, satisfaction, engagement, training evaluation).• Conducting regular reports related to HR activities. • ",https://images.wuzzuf-data.net/files/company_logo/L'azurde-for-Jewelry-Egypt-25560-1566139446.png,https://wuzzuf.net/jobs/careers/L--039-azurde-for-Jewelry-Egypt-25560
518,Inventory Controller,AlRowad for Plastic Pipes,"10th of Ramadan City, Sharqia, Egypt",Experienced · 5 - 8 Yrs of Exp · Logistics/Supply Chain · inventory · Inventory Control · Inventory Management · Administration · Business Administration · Communication · Logistics · Supply Chain,Full Time,https://wuzzuf.net/jobs/p/iKWzpG2vu2lF-Inventory-Controller-Al-Rowad-for-Plastic-Pipes-Sharqia-Egypt?o=519&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Monitoring inventory levels and replenishing stock as needed.• Developing and implementing inventory control systems and practices.• Liaising and negotiating with vendors and suppliers to ensure the quality of stock purchases.• Forecasting supply and demand requirements to ensure stock availability.• Tracking inbound and outbound orders to prevent overstocking and out-of-stock • Analyzing and reviewing supply chain data to identify and resolve issues.• Generating purchase and pricing reports, supply chain analysis, and inventory management systems.• Performing regular stock checks and reporting any issues to the supervisor.• Maintaining and updating records of purchase orders, pricing reports, and inventory records.• ",https://images.wuzzuf-data.net/files/company_logo/188492777363301ea732e19.png,https://wuzzuf.net/jobs/careers/Al-Rowad-for-Plastic-Pipes-Egypt-77773
519,Senior Project Engineer,Chema Foam,"10th of Ramadan City, Sharqia, Egypt",Experienced · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · AutoCAD · Rivet · Engineering · MS Office · Project Management · Construction,Full Time,https://wuzzuf.net/jobs/p/ZBTdKGjmhpub-Senior-Project-Engineer-Chema-Foam-Sharqia-Egypt?o=520&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb," Coordinating the work of external workshops and specialized companies and following up the implementation time frame in accordance with the approved service request.•  Participation in cost estimation and preparation of economic feasibility studies and alternative plans for the projects under study.•  Work on the implementation of engineering projects and projects for the development of production, processes and products for continuous development and improvement at the level of the production and manufacturing process.•  Preparing reports on actual expenditures at the level of all relevant initiatives and projects in accordance with their operational plans, budgets and allocations.•  Participate in the inventory and analysis of all relevant data and information necessary to determine the estimated cost of plans, economic feasibility studies and alternative plans for the projects under study.• ",https://images.wuzzuf-data.net/files/company_logo/Chema-Foam-Egypt-29477-1576494199.jpg,https://wuzzuf.net/jobs/careers/Chema-Foam-Egypt-29477
520,G/L Senior Account,Network International Egypt,"New Cairo, Cairo, Egypt",Experienced · 2 - 4 Yrs of Exp · Accounting/Finance · Finance · Accounting · English · GL,Full Time,https://wuzzuf.net/jobs/p/ctIAdyXd8LR2-GL-Senior-Account-Network-International--Egypt-Cairo-Egypt?o=521&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Data Entry for all Journal entries.• Filling.• Physical count of inventory and spare parts.• Physical count of assets.• Provide necessary documents to internal and external auditors.• Recording the Prepaid monthly addition & Amortization Entries.• Preparing Monthly Expenses analysis and justify the variances VS Budget and previous periods actuals.• Performing Assets Physical Count when needed.• Reviewing and entering the monthly fixed assets addition on a monthly basis.• Updating the actual FA addition sheet at the end of every month and to send to reporting section.• Analysis B/S accounts (Prepaid, Fixed Assets, and Project in progress).• Preparing a monthly Payroll reconciliation.• Assist in the monthly and yearly closing.• Record various GL Entries during the month when needed.• Backup for accounting supervisor.• Assist In Bank reconciliation• Responsible for reconciliation of intercompany accounts.• Support in any tax analysis for tax inspections.• Responsible of aging analysis of balance sheet items• Support in any financial reports.• Performs other related duties as requested by the company.• Follow up with the internal and external audit• ",https://images.wuzzuf-data.net/files/company_logo/Network-International--Egypt-Egypt-28921-1511961489.png,https://wuzzuf.net/jobs/careers/Network-International--Egypt-Egypt-28921
521,HR Generalist,Egabi FSI,"Sheraton, Cairo, Egypt",Experienced · 2 - 5 Yrs of Exp · Human Resources · Communication skills · HR generalist · English · Human Resources · Sourcing · Recruitment · Personnel · Labor Law · Human Resources (HR),Full Time,https://wuzzuf.net/jobs/p/TH5auDwehmN4-HR-Generalist-Egabi-FSI-Cairo-Egypt?o=522&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Performing recruitment related tasks by posting vacancies in various channels, extracting CVs, searching CVs and sorting them based on the vacancies’ requirements. • Scheduling and performing the HR initial interview, taking notes on the exams result and fulfilling the related forms and reports. • Arranging the gradual interview process for the accepted candidates, until the job offer phase.• Performing personnel related tasks such as maintaining HR archive, employees’ files, preparing contracts, HR letters and responding to the staff inquiries/questions. • Handling staff flow processes such as on-boarding, transfers, or resignations. • Handling communication with the medical insurance account manager, and coordinating the medical benefit in matters of members’ additions/ deletions and medical claims processing and review.  • Updating the company’s database, organization chart and various HR forms - as need be - . • Participating in the staff engagement events by providing assistance in the arrangements and the giveaways distribution, along with the Marketing team. • Keeping a good communication level with other colleagues, departments and HR candidates. • Performs other HR related duties as assigned.• ",https://images.wuzzuf-data.net/files/company_logo/Egabi-FSI-Egypt-2056-1597157894.png,https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056
522,Cost Controller,Home of Hope,"Mokattam, Cairo, Egypt",Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · Cost Accountant · Finance · Cost,Full Time,https://wuzzuf.net/jobs/p/dKHeuSf2KIMA-Cost-Controller-Home-of-Hope-Cairo-Egypt?o=523&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Collect cost information and maintain an expenditure database
• 
Building systems for the accumulation of data for the institution
• 
Determine fixed costs (such as salaries, rent, insurance

Plan and record variable costs (eg raw material purchases, operations costs)• 

Review the standard and actual costs of the enterprise

Prepare budget reports (for the institution and for each department separately
• 
Analysis and report of the profit margins of the enterprise• ",https://images.wuzzuf-data.net/files/company_logo/Home-of-Hope-Egypt-21624-1605528938.jpg,https://wuzzuf.net/jobs/careers/DAR-ALAMAL-Egypt-21624
523,Sales Executive,Neureveal,"Cairo, Egypt",Experienced · 8+ Yrs of Exp · Sales/Retail · Engineering - Telecom/Technology · Healthcare · Engineering · English · Customer Service · Computer Science · Information Technology (IT) · Sales · Outdoor Sales,Full Time,https://wuzzuf.net/jobs/p/qVHRshbDeKms-Sales-Executive-Neureveal-Cairo-Egypt?o=524&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Represent our company’s products and services, starting with a deep and comprehensive understanding and following with consumer research to identify how our solutions meet needs• Meet weekly, monthly, and annual sales quotas through the successful implementation of sales and marketing strategies and tactics• Generate leads and build relationships planning and organizing daily work schedule to call on existing or potential sales outlets• Develop and implement territory action plan through comprehensive data analysis, and adjust sales techniques based on interactions and results in the field• ",https://images.wuzzuf-data.net/files/company_logo/104861959562a32178422e0.png,https://wuzzuf.net/jobs/careers/Neureveal-Egypt-79128
